"max_Re_eigen_jacobian","alpha_H","alpha_L","trait_matching","n_spe_H_val","n_spe_L_val","num_persistent_species","simulation_converged","trait_quartile"
-0.0806479933658144,4.19804649078287,2.11782630067319,0.592233455856331,30,19,42,TRUE,"Trait matching (Q3)"
-0.111290869939807,1.32845530635677,1.62030539358966,0.900905206846073,41,29,53,TRUE,"Trait matching (Q4)"
-0.0258066362988002,0.9024449554272,3.34182374528609,0.482086171489209,26,49,73,TRUE,"Trait matching (Q2)"
-0.0599962185019134,1.82171040680259,4.57419377635233,0.408226777927484,49,49,98,TRUE,"Trait matching (Q2)"
-0.161105028274884,0.114868712844327,1.1659019626677,0.780268488498405,49,42,86,TRUE,"Trait matching (Q4)"
-0.0343980989457053,1.68172028032131,4.60274676443078,0.349889315001201,36,48,84,TRUE,"Trait matching (Q2)"
-0.0471471420818491,0.785741080762818,3.90023036743514,0.230061154556461,39,44,77,TRUE,"Trait matching (Q1)"
-0.0381620666931144,2.36031378852203,1.47682551993057,0.654313970950898,23,35,58,TRUE,"Trait matching (Q3)"
-0.00413396350237879,3.47142351092771,4.77187893236987,0.495792713726405,26,46,72,TRUE,"Trait matching (Q2)"
-0.0243329117114542,3.05092817521654,0.564135423628613,0.612841599807143,12,48,60,TRUE,"Trait matching (Q3)"
-0.062749627897269,0.0685267825610936,3.69517337530851,0.636982439109124,21,23,44,TRUE,"Trait matching (Q3)"
-0.0447666654582043,0.278142270399258,4.71743577392772,0.582899086235557,30,46,76,TRUE,"Trait matching (Q3)"
-0.0334218455106609,0.863402212271467,4.17181333876215,0.0778247145353816,38,40,70,TRUE,"Trait matching (Q1)"
-0.043146868256933,3.32207901868969,4.62157408474013,0.277973477647174,30,31,54,TRUE,"Trait matching (Q1)"
-0.0219639292301896,0.27387757319957,3.32330909790471,0.596998334256932,16,36,52,TRUE,"Trait matching (Q3)"
-0.122648774719775,3.17641046713106,2.26171443238854,0.690516363980714,46,12,47,TRUE,"Trait matching (Q3)"
-0.0630911765402834,4.0565862506628,0.686955553246662,0.876933689357247,34,26,51,TRUE,"Trait matching (Q4)"
-0.0752707869219048,1.73659396008588,3.86981507646851,0.189399317197967,44,43,80,TRUE,"Trait matching (Q1)"
-0.117261868950603,4.24573740107007,0.906058679101989,0.869399160752073,36,16,38,TRUE,"Trait matching (Q4)"
-0.165533728640697,1.15101265022531,4.34117486118339,0.59300423222594,46,21,49,TRUE,"Trait matching (Q3)"
-0.102985108276063,3.48358619143255,3.75371183501557,0.915908898692578,36,34,65,TRUE,"Trait matching (Q4)"
-0.0293321039127462,3.35980826290324,3.54435488930903,0.210433510970324,26,40,64,TRUE,"Trait matching (Q1)"
-0.138070198168348,3.66099270642735,3.8873461028561,0.366398573003244,34,22,46,TRUE,"Trait matching (Q2)"
-0.0505858957640803,0.894280071370304,1.27228874014691,0.607829542574473,42,42,83,TRUE,"Trait matching (Q3)"
-0.0480030997331387,3.89228999963962,2.79455968295224,0.544939905102365,20,28,48,TRUE,"Trait matching (Q3)"
-0.0365801832562991,4.5614911231678,3.11116197495721,0.926982485374901,37,46,83,TRUE,"Trait matching (Q4)"
-0.0579425553228835,3.9036147063598,1.20931204757653,0.0759685443947092,32,13,38,TRUE,"Trait matching (Q1)"
-0.0541546771782951,3.94523823168129,3.06827429449186,0.277523299853783,17,30,47,TRUE,"Trait matching (Q1)"
-0.0333170196985467,4.0890630998183,2.70763787673786,0.805873275676277,10,28,38,TRUE,"Trait matching (Q4)"
-0.0287723791928228,3.92066786531359,1.84719835640863,0.280779134121258,27,34,60,TRUE,"Trait matching (Q1)"
-0.0784502958257652,4.95337113970891,2.60018850211054,0.717448432696983,40,44,84,TRUE,"Trait matching (Q3)"
-0.0204173246067938,0.915118842385709,4.15244905161671,0.715665248548612,18,50,68,TRUE,"Trait matching (Q3)"
-0.0767961495754827,1.84230742161162,1.88062380068004,0.441653128166217,34,39,73,TRUE,"Trait matching (Q2)"
-0.135832673614347,2.63629229739308,2.47082338086329,0.646986798732542,49,19,50,TRUE,"Trait matching (Q3)"
-0.0324646627668537,3.93069607787766,0.787327038124204,0.79532329471549,24,46,70,TRUE,"Trait matching (Q4)"
-0.0519220581042015,4.38112741569057,3.12108519603498,0.981613034673501,26,41,67,TRUE,"Trait matching (Q4)"
-0.0287131168101018,4.69403080176562,3.17257355549373,0.998060019535478,30,50,80,TRUE,"Trait matching (Q4)"
-0.159001377424324,1.30806252593175,3.27634503599256,0.526006468408741,27,21,44,TRUE,"Trait matching (Q2)"
-0.0485731715875715,1.25911013688892,3.78070271806791,0.960718087852001,38,39,77,TRUE,"Trait matching (Q4)"
-0.141474545182666,4.96891929185949,3.92269113915972,0.536745891207829,38,13,39,TRUE,"Trait matching (Q3)"
-0.135021662077961,1.41770567395724,0.591324941487983,0.896796386851929,40,15,43,TRUE,"Trait matching (Q4)"
-0.09970374785518,4.28375798859634,2.66482239239849,0.589609753084369,38,25,48,TRUE,"Trait matching (Q3)"
-0.0495538804023434,1.69330878998153,0.107390433549881,0.358701072924305,47,48,83,TRUE,"Trait matching (Q2)"
-0.0728648254708477,4.62021599989384,1.83533560601063,0.870148032321595,31,42,73,TRUE,"Trait matching (Q4)"
-0.0954270807159345,2.55194201716222,4.04786157538183,0.759821751993149,21,19,40,TRUE,"Trait matching (Q3)"
-0.141098030500774,2.88152378285304,2.62458931887522,0.318445026013069,21,10,26,TRUE,"Trait matching (Q2)"
-0.10932565114032,2.87563675432466,2.6343537052162,0.676038524252363,23,11,26,TRUE,"Trait matching (Q3)"
-0.0610716872916712,3.84510349715129,2.2188748116605,0.74298916173866,41,33,64,TRUE,"Trait matching (Q3)"
-0.11828490527746,4.20771720819175,2.26419505197555,0.136977489374112,40,13,42,TRUE,"Trait matching (Q1)"
-0.0464337950019294,0.298755386611447,4.72094234195538,0.756512626633048,20,24,44,TRUE,"Trait matching (Q3)"
-0.128623739082815,3.57046340941451,4.54757332452573,0.559252260206267,30,10,32,TRUE,"Trait matching (Q3)"
-0.0404455921788095,3.1341170729138,3.95541600533761,0.837873558001593,28,36,63,TRUE,"Trait matching (Q4)"
-0.0252873858098492,2.47809121035971,3.16678105387837,0.612239761487581,13,25,38,TRUE,"Trait matching (Q3)"
-0.0603043025842696,1.66922409785911,2.25827197078615,0.809166933281813,48,40,79,TRUE,"Trait matching (Q4)"
-0.0582560611500245,3.721890024608,3.31753828562796,0.690639404405374,44,49,92,TRUE,"Trait matching (Q3)"
-0.0308596759355595,3.37938177515753,3.34728857735172,0.194479214237072,19,43,61,TRUE,"Trait matching (Q1)"
-0.125941487167486,3.30577013781294,3.68917097919621,0.665448973223101,23,13,29,TRUE,"Trait matching (Q3)"
-0.0601358001972491,4.88800137187354,0.759759864304215,0.582431793271098,32,21,42,TRUE,"Trait matching (Q3)"
-0.0343368438420149,4.41043196246028,2.61971815023571,0.859116039588116,28,40,68,TRUE,"Trait matching (Q4)"
-0.0374931124058724,1.4746627479326,2.75772256427445,0.646775831654668,19,44,63,TRUE,"Trait matching (Q3)"
-0.0653021556287856,4.47413002722897,3.20229962468147,0.570164075808134,27,26,49,TRUE,"Trait matching (Q3)"
-0.0464828743611289,2.22557574976236,0.0841498386580497,0.617091873777099,22,38,58,TRUE,"Trait matching (Q3)"
-0.0309758140174261,2.89979355758987,4.61344845942222,0.868903438129928,16,50,66,TRUE,"Trait matching (Q4)"
-0.113561370213391,2.49699033098295,4.19639462372288,0.309927492076531,50,26,57,TRUE,"Trait matching (Q2)"
-0.0374362820779595,3.48896975978278,1.27461967989802,0.0764949160860851,40,38,69,TRUE,"Trait matching (Q1)"
-0.0406822136785649,0.461960231186822,4.0051361033693,0.672009939723648,19,39,58,TRUE,"Trait matching (Q3)"
-0.163114642728702,3.66223756689578,3.77119750948623,0.229639488260727,36,16,38,TRUE,"Trait matching (Q1)"
-0.0285556903414691,4.25542125478387,2.97986178193241,0.962351385189686,17,29,46,TRUE,"Trait matching (Q4)"
-0.0330760821934608,0.227397707058117,0.70142567390576,0.126984878652729,42,47,81,TRUE,"Trait matching (Q1)"
-0.100880196157441,3.34983119508252,1.36545491404831,0.714403933787253,47,23,50,TRUE,"Trait matching (Q3)"
-0.117998048254328,2.04396298155189,4.47275069192983,0.952047014830168,26,10,26,TRUE,"Trait matching (Q4)"
-0.0483957155581723,3.36560587049462,1.85863250400871,0.962139287171885,22,42,64,TRUE,"Trait matching (Q4)"
-0.0670839401796803,1.59859920735471,2.73628124035895,0.107477694877889,41,30,62,TRUE,"Trait matching (Q1)"
-0.154737607357506,3.62879905267619,0.798941465327516,0.981982644554228,45,27,56,TRUE,"Trait matching (Q4)"
-0.0287194454099903,2.56541199516505,0.574356029974297,0.976595352601726,22,37,59,TRUE,"Trait matching (Q4)"
-0.0398066928646832,3.59167233575135,3.89919158420525,0.19934583697468,33,32,58,TRUE,"Trait matching (Q1)"
-0.0422444619844601,0.078729996457696,3.14566020388156,0.41100804785965,15,23,38,TRUE,"Trait matching (Q2)"
-0.0253180558559921,1.34092211606912,4.95407745824195,0.349200305168051,25,49,74,TRUE,"Trait matching (Q2)"
-0.021677787102568,3.36231913068332,4.55753350630403,0.716349328076467,10,48,58,TRUE,"Trait matching (Q3)"
-0.144779082239654,1.33359268307686,2.88481647381559,0.829399303917307,30,16,36,TRUE,"Trait matching (Q4)"
-0.0192363386581366,1.54031847254373,3.33718932699412,0.359367665904574,10,39,48,TRUE,"Trait matching (Q2)"
-0.0310653380978731,3.38996436796151,0.608999615069479,0.855073953233659,10,27,37,TRUE,"Trait matching (Q4)"
-0.0286313463754621,4.36335589271039,0.479288110509515,0.743765067262575,11,44,55,TRUE,"Trait matching (Q3)"
-0.060155486148137,0.31745043117553,1.35995083255693,0.465286065288819,36,41,77,TRUE,"Trait matching (Q2)"
-0.0286245204106955,1.67863932088949,0.608768066158518,0.211987598717678,26,49,70,TRUE,"Trait matching (Q1)"
-0.0847718160910234,1.92319163121283,2.00055952533148,0.511157683259807,33,29,60,TRUE,"Trait matching (Q2)"
-0.0270450281955144,0.914844166254625,3.95718434243463,0.0531671208445914,17,25,39,TRUE,"Trait matching (Q1)"
-0.0224720015914215,4.72523438977078,1.43547497689724,0.788799694355112,12,38,50,TRUE,"Trait matching (Q4)"
-0.0923002128454631,3.63740456989035,2.3358476057183,0.247352861519903,46,20,52,TRUE,"Trait matching (Q1)"
-0.0595307704329773,1.42713646753691,4.29833639995195,0.892876322346274,35,44,79,TRUE,"Trait matching (Q4)"
-0.158701328472511,1.81754702469334,3.97110960911959,0.629895255970769,22,12,26,TRUE,"Trait matching (Q3)"
-0.051339921492717,3.8182320992928,3.2118188997265,0.0887675291276537,21,48,67,TRUE,"Trait matching (Q1)"
-0.125830613768205,3.90797570813447,3.9587079663761,0.88560983822681,16,12,24,TRUE,"Trait matching (Q4)"
-0.103233355615798,1.61447700695135,2.23503311164677,0.897054392006248,46,39,76,TRUE,"Trait matching (Q4)"
-0.0618034042570902,3.35312712006271,2.04366904101335,0.12702238347847,47,34,74,TRUE,"Trait matching (Q1)"
-0.0662918618962712,1.82157811243087,0.240314916009083,0.399951264471747,32,35,61,TRUE,"Trait matching (Q2)"
-0.140886430344782,2.47122947126627,3.55362426955253,0.860924813325983,39,17,43,TRUE,"Trait matching (Q4)"
-0.14444372797632,1.84433389687911,3.17085644928738,0.991010694240686,37,23,45,TRUE,"Trait matching (Q4)"
-0.0663587231527107,3.40035486384295,2.10902628372423,0.291358315362595,34,40,74,TRUE,"Trait matching (Q2)"
-0.0134961873275815,0.188299673609436,1.22016999055631,0.159770003648009,15,46,61,TRUE,"Trait matching (Q1)"
-0.0320631510273512,2.90269715362228,2.0621380477678,0.208465018344577,17,27,43,TRUE,"Trait matching (Q1)"
-0.037107167963252,4.99092127545737,4.68575456179678,0.483532950887457,17,33,50,TRUE,"Trait matching (Q2)"
-0.03072601118594,1.42208019038662,0.32424132921733,0.895558304688893,15,29,44,TRUE,"Trait matching (Q4)"
-0.146938241093501,2.64079427113757,1.86116340104491,0.845759132527746,22,10,24,TRUE,"Trait matching (Q4)"
-0.0388796846250603,2.62230331427418,0.345744355581701,0.405747592821717,23,23,46,TRUE,"Trait matching (Q2)"
-0.0158962582213329,4.47254689061083,4.55370882642455,0.616963639610913,19,48,67,TRUE,"Trait matching (Q3)"
-0.0509259029626129,3.24266514275223,3.22976345079951,0.148764925647993,14,23,36,TRUE,"Trait matching (Q1)"
-0.037191176976053,4.17036611004733,1.78426048252732,0.487579307740089,13,47,60,TRUE,"Trait matching (Q2)"
-0.0619988787284877,0.13079383643344,0.0519203755538911,0.257902672386263,18,19,35,TRUE,"Trait matching (Q1)"
-0.0604004401473472,1.76497281296179,4.29491226677783,0.624709891097154,22,24,42,TRUE,"Trait matching (Q3)"
-0.163931351414565,1.97662069927901,3.11462561832741,0.237313083547633,42,13,44,TRUE,"Trait matching (Q1)"
-0.141200255664313,1.3216847484,0.385290796402842,0.82876069865888,28,10,30,TRUE,"Trait matching (Q4)"
-0.0185130587133853,1.90864869626239,3.69272290961817,0.0800978489336558,50,48,88,TRUE,"Trait matching (Q1)"
-0.0825241627011911,0.0499201938509941,3.91620966722257,0.985491071920842,17,19,34,TRUE,"Trait matching (Q4)"
-0.0548692322064712,4.55657898331992,3.32875109626912,0.185262938367669,36,21,46,TRUE,"Trait matching (Q1)"
-0.040076036180117,3.31567211891524,3.96715869195759,0.206972520926502,26,50,76,TRUE,"Trait matching (Q1)"
-0.083213385670912,2.78459131368436,1.64378570741974,0.716651603346691,44,42,86,TRUE,"Trait matching (Q3)"
-0.0836356695464996,1.03001145995222,1.47184339235537,0.149504111567512,37,26,56,TRUE,"Trait matching (Q1)"
-0.11535036874415,1.71228654915467,2.20589894219302,0.611394925916102,46,23,55,TRUE,"Trait matching (Q3)"
-0.0479769767764365,4.83629816910252,0.0236848858185112,0.994154820265248,18,22,40,TRUE,"Trait matching (Q4)"
-0.158260005223121,3.79624614375643,2.0376268425025,0.540395458019339,36,11,36,TRUE,"Trait matching (Q3)"
-0.0140956258288577,4.24805958522484,4.97288170387037,0.913576671190094,16,49,65,TRUE,"Trait matching (Q4)"
-0.0525984566423457,1.5334029099904,1.87344565289095,0.556766560196411,45,48,90,TRUE,"Trait matching (Q3)"
-0.0518246890787669,0.343279399676248,2.44311827234924,0.283302106929477,21,33,50,TRUE,"Trait matching (Q1)"
-0.0475379618878734,3.44978510634974,2.45407524867915,0.456346337962896,15,22,34,TRUE,"Trait matching (Q2)"
-0.038919619837966,4.80612348532304,4.6927904849872,0.643561423895881,22,35,57,TRUE,"Trait matching (Q3)"
-0.0612555180855114,2.32347681303509,2.48573048971593,0.657625480287243,28,38,66,TRUE,"Trait matching (Q3)"
-0.0723094800077719,2.02999741304666,4.48454507859424,0.910846875060815,33,33,66,TRUE,"Trait matching (Q4)"
-0.0475854461593841,4.78316195658408,4.4790229969658,0.244489700742997,25,28,49,TRUE,"Trait matching (Q1)"
-0.0754294243980005,3.10544250067323,0.752050062874332,0.603147760499269,19,19,37,TRUE,"Trait matching (Q3)"
-0.152837030407293,1.08992405701429,2.66793960588984,0.604656746902037,41,24,51,TRUE,"Trait matching (Q3)"
-0.139950592872513,0.599410797003657,2.51628417521715,0.0832193674403243,31,12,34,TRUE,"Trait matching (Q1)"
-0.0512417513420569,3.10645712539554,1.05563479126431,0.189437208441086,44,42,82,TRUE,"Trait matching (Q1)"
-0.0521464008550443,2.11093662073836,2.21947115496732,0.128625408874359,39,45,78,TRUE,"Trait matching (Q1)"
-0.0909200624712026,2.45115114026703,1.8793467793148,0.474506064655725,50,12,53,TRUE,"Trait matching (Q2)"
-0.0264559665916044,4.94594891439192,2.53774375654757,0.0820054068346508,28,46,71,TRUE,"Trait matching (Q1)"
-0.0366500632394283,1.06533128302544,4.10866425838321,0.664167789265048,25,49,74,TRUE,"Trait matching (Q3)"
-0.0271383506626416,2.51248003798537,3.07438598829322,0.359623620857019,11,33,44,TRUE,"Trait matching (Q2)"
-0.0925868926506401,2.09274144843221,3.67873009643517,0.994257697975263,22,17,31,TRUE,"Trait matching (Q4)"
-0.044077743222962,2.3616716300603,3.58415881637484,0.425707091519143,12,30,42,TRUE,"Trait matching (Q2)"
-0.0658344635027731,0.401791295735165,0.462882770225406,0.437347145949025,27,27,52,TRUE,"Trait matching (Q2)"
-0.0577601377938317,2.89529339410365,2.64253607951105,0.597969154722523,13,16,28,TRUE,"Trait matching (Q3)"
-0.0556436788939142,0.135190102737397,4.85673887073062,0.726027474901639,14,16,30,TRUE,"Trait matching (Q3)"
-0.153371027763469,2.67053562914953,0.119877173565328,0.907953546964563,40,27,56,TRUE,"Trait matching (Q4)"
-0.0865291194281,2.62390176649205,2.08289576810785,0.172787472349592,48,41,81,TRUE,"Trait matching (Q1)"
-0.0794774037800173,1.9033677841071,3.97859733668156,0.452187373954803,30,25,42,TRUE,"Trait matching (Q2)"
-0.0556964907353836,4.05229009105824,0.0517489295452833,0.523497995210346,36,46,82,TRUE,"Trait matching (Q2)"
-0.0366196153652281,3.84810374467634,1.80758709553629,0.242905148840509,15,17,29,TRUE,"Trait matching (Q1)"
-0.141388316773445,0.616184553364292,1.40895508695394,0.258886601182166,49,29,62,TRUE,"Trait matching (Q1)"
-0.124929634413861,4.18597891577519,1.96101765963249,0.789683399931528,29,17,40,TRUE,"Trait matching (Q4)"
-0.0438835720851976,2.04350124113262,3.02204918232746,0.225197695486713,22,35,57,TRUE,"Trait matching (Q1)"
-0.0260104605923363,1.30074455635622,0.086973492288962,0.777306757227052,24,43,67,TRUE,"Trait matching (Q4)"
-0.151453700117269,2.12975319591351,3.07094780728221,0.318641487509012,45,15,47,TRUE,"Trait matching (Q2)"
-0.104048104182741,4.55749145708978,4.28372394526377,0.852746183576528,15,13,24,TRUE,"Trait matching (Q4)"
-0.0577963002567254,4.25228841369972,0.991209165658802,0.937269773741718,14,15,29,TRUE,"Trait matching (Q4)"
-0.0707984445749026,1.22846847865731,4.16171881603077,0.712343728193082,36,41,77,TRUE,"Trait matching (Q3)"
-0.0233928919094367,1.52583743678406,1.68294882052578,0.0818393101799302,19,26,42,TRUE,"Trait matching (Q1)"
-0.0921292061353704,4.47320375707932,3.41822603833862,0.965621186443605,47,25,52,TRUE,"Trait matching (Q4)"
-0.0574222462243014,0.937638970790431,4.69922655262053,0.20405914314324,29,32,57,TRUE,"Trait matching (Q1)"
-0.0160291550994116,3.12102698720992,0.509753696387634,0.247060301096644,15,25,37,TRUE,"Trait matching (Q1)"
-0.0477388997651399,1.44638529629447,1.32044790079817,0.99506180024473,37,35,72,TRUE,"Trait matching (Q4)"
-0.0633539475938222,4.20954653993249,1.47770976880565,0.953787121956702,41,41,82,TRUE,"Trait matching (Q4)"
-0.0689164555790378,4.67787759262137,0.891442965948954,0.162449941318482,36,33,63,TRUE,"Trait matching (Q1)"
-0.0148588829784206,3.23301873169839,1.85524580418132,0.174039967858698,44,41,77,TRUE,"Trait matching (Q1)"
-0.00532159745754849,1.83011356391944,2.25292298942804,0.455956666893326,23,35,58,TRUE,"Trait matching (Q2)"
-0.0534422829355089,3.6202074191533,3.67665577796288,0.176230447203852,31,33,55,TRUE,"Trait matching (Q1)"
-0.154294692625865,4.15804902091622,0.0679462100379169,0.384980399522465,18,12,24,TRUE,"Trait matching (Q2)"
-0.113724479171796,4.99387351679616,1.45223537343554,0.259182919829618,47,18,52,TRUE,"Trait matching (Q1)"
-0.04722382040546,0.0526817515492439,1.14642807748169,0.758709952002391,33,44,77,TRUE,"Trait matching (Q3)"
-0.0493976626675484,4.90500693791546,1.74153027008288,0.40787638805341,34,37,69,TRUE,"Trait matching (Q2)"
-0.140885826618737,2.06524353823625,3.44860577373765,0.878283298388123,36,19,41,TRUE,"Trait matching (Q4)"
-0.0224829849675252,0.376979333814234,0.264582250965759,0.866276925813872,12,23,35,TRUE,"Trait matching (Q4)"
-0.137179036740907,3.87101011234336,1.37445230735466,0.144092190428637,41,10,42,TRUE,"Trait matching (Q1)"
-0.103757898763046,3.30418793600984,0.653781957225874,0.12250313248951,41,10,41,TRUE,"Trait matching (Q1)"
-0.129351088752707,2.20963563537225,0.462106862105429,0.871559985273052,29,12,29,TRUE,"Trait matching (Q4)"
-0.0491176523199355,1.77212906302884,2.54039628314786,0.492546065221541,44,38,76,TRUE,"Trait matching (Q2)"
-0.0453185696252039,2.66257837880403,2.92993022827432,0.100958634866402,31,28,54,TRUE,"Trait matching (Q1)"
-0.056121460429995,1.39749419176951,2.74767014198005,0.131030699785333,19,34,51,TRUE,"Trait matching (Q1)"
-0.0182928122098994,4.13810760597698,2.95177348540165,0.748685013386421,14,41,55,TRUE,"Trait matching (Q3)"
-0.0776277875281914,4.07747510122135,4.90638969582506,0.581854349235073,23,29,52,TRUE,"Trait matching (Q3)"
-0.0810728645440698,4.57066224771552,3.49894103361294,0.628500705072656,46,26,54,TRUE,"Trait matching (Q3)"
-0.0691085772799367,3.8237441831734,0.130014832830057,0.742999305250123,36,35,70,TRUE,"Trait matching (Q3)"
-0.0306402522900879,1.74314385280013,1.23062952770852,0.278748652583454,23,43,66,TRUE,"Trait matching (Q1)"
-0.0189937204533792,1.08588845236227,1.69200357981026,0.494112303992733,15,46,61,TRUE,"Trait matching (Q2)"
-0.0420417719979618,3.22402600664645,2.05301280599087,0.300906050857156,48,50,93,TRUE,"Trait matching (Q2)"
-0.0726480364137252,3.24210820370354,3.71640597935766,0.272818172373809,46,33,70,TRUE,"Trait matching (Q1)"
-0.0496933031645102,3.19943488924764,1.13580438774079,0.21305466121994,36,40,73,TRUE,"Trait matching (Q1)"
-0.0463928613725809,4.43628914072178,0.352981737814844,0.246775613899808,45,46,88,TRUE,"Trait matching (Q1)"
-0.0457536304364953,4.22340986900963,3.28137917094864,0.411538826744072,34,46,80,TRUE,"Trait matching (Q2)"
-0.0376761845444879,2.08284808089957,4.48532744310796,0.486147218174301,21,32,53,TRUE,"Trait matching (Q2)"
-0.134634115000767,0.450866877799854,4.85209934297018,0.0607870897161774,34,11,38,TRUE,"Trait matching (Q1)"
-0.0795689122758966,4.12563961232081,0.300907244672999,0.910613626497798,33,25,55,TRUE,"Trait matching (Q4)"
-0.0782598443133501,4.72630025586113,0.348085727309808,0.155082199920434,49,44,76,TRUE,"Trait matching (Q1)"
-0.110339049033155,0.199348023161292,4.88165214308538,0.754849992098752,49,31,65,TRUE,"Trait matching (Q3)"
-0.0234232947186876,0.511252685682848,3.29022306133993,0.339288983435836,36,34,65,TRUE,"Trait matching (Q2)"
-0.057379475505999,0.700247765053064,4.42175886593759,0.891594708175398,49,40,86,TRUE,"Trait matching (Q4)"
-0.0256637053894996,0.486519791884348,3.18155030836351,0.413523146114312,18,43,61,TRUE,"Trait matching (Q2)"
-0.00954655839768664,4.86611363710836,3.32431924995035,0.600165787548758,16,49,65,TRUE,"Trait matching (Q3)"
-0.0570052111445224,1.17698132060468,3.54336955002509,0.105440747761168,35,34,63,TRUE,"Trait matching (Q1)"
-0.0545250806851295,2.67613004543819,1.93386189173907,0.492497179994825,49,15,54,TRUE,"Trait matching (Q2)"
-0.0771891802605003,2.727931617992,3.00237241201103,0.127209861157462,20,22,36,TRUE,"Trait matching (Q1)"
-0.120114097369416,0.18808409338817,1.68889972264878,0.284334284812212,31,13,34,TRUE,"Trait matching (Q1)"
-0.0273862321839909,0.526204669149593,1.54846265912056,0.417189381516073,15,47,62,TRUE,"Trait matching (Q2)"
-0.0404685838187353,1.94965430651791,1.69436324271373,0.375887818576302,29,18,41,TRUE,"Trait matching (Q2)"
-0.0580570034380386,1.68575435993262,3.70390337542631,0.552973547601141,47,48,94,TRUE,"Trait matching (Q3)"
-0.0283135996663128,1.32405195268802,0.238338278140873,0.478597290825564,12,39,51,TRUE,"Trait matching (Q2)"
-0.104203825006186,1.5693497506436,1.20333502651192,0.709688292525243,31,25,47,TRUE,"Trait matching (Q3)"
-0.0499774295380052,3.92597957048565,2.80685713631101,0.746564478683285,48,47,92,TRUE,"Trait matching (Q3)"
-0.0770445357856865,4.94360976153985,2.80856949277222,0.700316871074028,22,25,43,TRUE,"Trait matching (Q3)"
-0.0653369991903445,4.70101414481178,2.71348290261813,0.809573253698181,49,48,97,TRUE,"Trait matching (Q4)"
-0.0339113063510637,1.44380887155421,2.13151504052803,0.420223294093739,19,45,64,TRUE,"Trait matching (Q2)"
-0.0574034420344291,0.200573882320896,1.76374565227889,0.622060471551959,42,34,65,TRUE,"Trait matching (Q3)"
-0.0493903628113896,2.03894509002566,4.44124658941291,0.196935889369342,18,18,33,TRUE,"Trait matching (Q1)"
-0.0272803646746354,0.773282310692593,0.751460778992623,0.787106081622187,40,49,89,TRUE,"Trait matching (Q4)"
-0.020946838943067,2.8829266410321,1.82035629288293,0.786276277620345,21,36,57,TRUE,"Trait matching (Q4)"
-0.045476754253634,4.24034958938137,0.990793051896617,0.491314968431834,13,20,33,TRUE,"Trait matching (Q2)"
-0.065085093896222,4.05316613265313,4.87760405172594,0.717888168152422,27,35,55,TRUE,"Trait matching (Q3)"
-0.0101663963552249,1.04260385618545,1.74627696047537,0.146407274890225,33,43,68,TRUE,"Trait matching (Q1)"
-0.148164559425164,1.75930276047438,2.62175156036392,0.801053267659154,31,13,33,TRUE,"Trait matching (Q4)"
-0.0556128583932634,2.57182863424532,1.01299026515335,0.374786581471562,47,24,59,TRUE,"Trait matching (Q2)"
-0.111529856699914,3.29676054418087,3.32855429966003,0.879198923322838,31,14,32,TRUE,"Trait matching (Q4)"
-0.0580204909950942,1.30907227518037,4.01354889967479,0.60953947994858,26,36,62,TRUE,"Trait matching (Q3)"
-0.110104634919935,1.21127630234696,3.2377183646895,0.901665620063432,35,13,37,TRUE,"Trait matching (Q4)"
-0.0808463424369269,3.66979947895743,0.389923447510228,0.314858966576867,47,32,67,TRUE,"Trait matching (Q2)"
-0.0487430271204025,1.48420925368555,3.82552883820608,0.432043700153008,28,49,73,TRUE,"Trait matching (Q2)"
-0.0983947188360283,1.31799083901569,2.0459449198097,0.588980773091316,41,23,50,TRUE,"Trait matching (Q3)"
-0.105651992508687,4.27867325721309,3.22446374455467,0.109234987513628,31,24,50,TRUE,"Trait matching (Q1)"
-0.0780551481760011,0.422246250091121,0.6047148630023,0.542992608807981,38,31,60,TRUE,"Trait matching (Q3)"
-0.0401025230856135,2.8818685002625,0.643048000056297,0.359148125979118,46,47,88,TRUE,"Trait matching (Q2)"
-0.032867475525925,4.40815693465993,2.61427349993028,0.38939229703974,11,22,31,TRUE,"Trait matching (Q2)"
-0.084038620229753,3.16581607214175,2.32753727585077,0.98363226786023,50,43,92,TRUE,"Trait matching (Q4)"
-0.0933599927608773,4.04574002372101,1.17991881794296,0.890801083191764,39,36,72,TRUE,"Trait matching (Q4)"
-0.166239459906257,3.47704880870879,2.63783875387162,0.619470121664926,34,15,38,TRUE,"Trait matching (Q3)"
-0.0591294086825353,1.08342757215723,3.93784674932249,0.399988422251772,32,32,56,TRUE,"Trait matching (Q2)"
-0.0803725428329604,3.44418917549774,2.2264439589344,0.557236104423646,38,41,79,TRUE,"Trait matching (Q3)"
-0.0655096719584345,2.22454369650222,2.96790416818112,0.0650213765795343,23,27,43,TRUE,"Trait matching (Q1)"
-0.00970978712322496,2.03797752503306,4.38816258567385,0.607075188832823,13,34,47,TRUE,"Trait matching (Q3)"
-0.0662178826510557,3.20620960672386,1.42605270608328,0.335797657305375,41,35,74,TRUE,"Trait matching (Q2)"
-0.0184639321537025,2.73220759234391,2.64694658108056,0.445602875808254,13,46,59,TRUE,"Trait matching (Q2)"
-0.0234498684023411,1.01991082425229,2.7974706760142,0.272156704124063,12,49,61,TRUE,"Trait matching (Q1)"
-0.0789439271348983,2.72591140819713,1.99807111290284,0.991603980725631,48,47,94,TRUE,"Trait matching (Q4)"
