"","real_eigenvalue","power_H","power_L","complementarity"
"133",5.10095193418233,1e-04,1e-04,0.25
"134",3.61141561355117,1e-04,1e-04,0.25
"135",5.75399917414027,1e-04,1e-04,0.25
"136",3.8722755188973,1e-04,1e-04,0.25
"137",4.79313235479839,1e-04,1e-04,0.25
"138",4.72845797487699,1e-04,1e-04,0.25
"139",3.37178280817347,1e-04,1e-04,0.25
"140",4.24585624349494,1e-04,1e-04,0.25
"141",3.85670649615118,1e-04,1e-04,0.25
"142",3.77053462514376,1e-04,1e-04,0.25
"143",4.09533357625015,1e-04,1e-04,0.25
"144",5.00628260071633,1e-04,1e-04,0.25
"145",3.85284017785891,1e-04,1e-04,0.25
"146",5.12711915213284,1e-04,1e-04,0.25
"147",4.45319237528275,1e-04,1e-04,0.25
"148",3.28740949994639,1e-04,1e-04,0.25
"149",4.64646807919265,1e-04,1e-04,0.25
"150",5.19538158036526,1e-04,1e-04,0.25
"151",4.20859873683984,1e-04,1e-04,0.25
"152",4.46910404776729,1e-04,1e-04,0.25
"153",4.32597650933406,1e-04,1e-04,0.25
"154",3.9935248483558,1e-04,1e-04,0.25
"155",4.18545763955623,1e-04,1e-04,0.25
"156",4.06783518147135,1e-04,1e-04,0.25
"157",4.22976584706049,1e-04,1e-04,0.25
"158",4.21142226864803,1e-04,1e-04,0.25
"159",4.03561659569725,1e-04,1e-04,0.25
"160",5.55175923958259,1e-04,1e-04,0.25
"161",4.34639827083903,1e-04,1e-04,0.25
"162",4.30535667575442,1e-04,1e-04,0.25
"163",5.75710359083355,1e-04,1e-04,0.25
"164",5.08381784607388,1e-04,1e-04,0.25
"165",5.11928671318695,1e-04,1e-04,0.25
"166",4.86102934422882,1e-04,1e-04,0.25
"167",5.27399458736847,1e-04,1e-04,0.25
"168",3.88539203568731,1e-04,1e-04,0.25
"169",5.14239621223505,1e-04,1e-04,0.25
"170",4.34666565950117,1e-04,1e-04,0.25
"171",4.81163611555558,1e-04,1e-04,0.25
"172",5.44340921633171,1e-04,1e-04,0.25
"173",3.38870546450157,1e-04,1e-04,0.25
"174",5.85813687193902,1e-04,1e-04,0.25
"175",3.46723021984468,1e-04,1e-04,0.25
"176",4.12395909723444,1e-04,1e-04,0.25
"177",3.84205459052738,1e-04,1e-04,0.25
"178",4.4155366502745,1e-04,1e-04,0.25
"179",4.4606660721966,1e-04,1e-04,0.25
"180",5.22776492815934,1e-04,1e-04,0.25
"181",4.5525004452599,1e-04,1e-04,0.25
"182",4.62843881287092,1e-04,1e-04,0.25
"183",4.15847594092554,1e-04,1e-04,0.25
"184",4.14298721432515,1e-04,1e-04,0.25
"185",4.24939018360209,1e-04,1e-04,0.25
"186",3.15227572947208,1e-04,1e-04,0.25
"187",4.35799988534557,1e-04,1e-04,0.25
"188",4.3591956384614,1e-04,1e-04,0.25
"189",4.49189066182656,1e-04,1e-04,0.25
"190",4.45463554478368,1e-04,1e-04,0.25
"191",5.15944085884114,1e-04,1e-04,0.25
"192",4.46244462183811,1e-04,1e-04,0.25
"193",3.50188960432874,1e-04,1e-04,0.25
"194",3.8750398862487,1e-04,1e-04,0.25
"195",4.20337659230242,1e-04,1e-04,0.25
"196",4.19316184467917,1e-04,1e-04,0.25
"197",5.29856172809768,1e-04,1e-04,0.25
"198",5.72957526032272,1e-04,1e-04,0.25
"199",4.84338505884656,1e-04,1e-04,0.25
"200",4.47710986161068,1e-04,1e-04,0.25
"201",3.65848399412617,1e-04,1e-04,0.25
"202",4.29359871636095,1e-04,1e-04,0.25
"203",4.00701175573392,1e-04,1e-04,0.25
"204",4.06857392970642,1e-04,1e-04,0.25
"205",4.94446733976873,1e-04,1e-04,0.25
"206",3.62911239808964,1e-04,1e-04,0.25
"207",4.6276275171567,1e-04,1e-04,0.25
"208",3.99190452373041,1e-04,1e-04,0.25
"209",4.18345237321572,1e-04,1e-04,0.25
"210",3.92613512188549,1e-04,1e-04,0.25
"211",5.34468300641351,1e-04,1e-04,0.25
"212",5.2599763367895,1e-04,1e-04,0.25
"213",5.85954337985594,1e-04,1e-04,0.25
"214",4.4172453768524,1e-04,1e-04,0.25
"215",4.39991324629777,1e-04,1e-04,0.25
"216",5.30204377649844,1e-04,1e-04,0.25
"217",3.62659212073392,1e-04,1e-04,0.25
"218",4.07153498167686,1e-04,1e-04,0.25
"219",4.16849815169098,1e-04,1e-04,0.25
"220",4.71396330447073,1e-04,1e-04,0.25
"221",4.74003401906276,1e-04,1e-04,0.25
"222",5.48941822838468,1e-04,1e-04,0.25
"223",4.02918643100527,1e-04,1e-04,0.25
"224",4.9813306855243,1e-04,1e-04,0.25
"225",5.21367453475362,1e-04,1e-04,0.25
"226",3.31355582836305,1e-04,1e-04,0.25
"227",4.20478223295726,1e-04,1e-04,0.25
"228",4.41914895434084,1e-04,1e-04,0.25
"229",4.49426118658941,1e-04,1e-04,0.25
"230",4.32325505459756,1e-04,1e-04,0.25
"231",5.76857931516181,1e-04,1e-04,0.25
"232",5.57502611278849,1e-04,1e-04,0.25
"233",4.60569247369394,1e-04,1e-04,0.25
"234",5.49202517457406,1e-04,1e-04,0.25
"235",4.37049207993551,1e-04,1e-04,0.25
"236",3.80296614840069,1e-04,1e-04,0.25
"237",4.15524245901716,1e-04,1e-04,0.25
"238",4.29379818329418,1e-04,1e-04,0.25
"239",5.52349198479176,1e-04,1e-04,0.25
"240",3.76489530225916,1e-04,1e-04,0.25
"241",4.46653679167957,1e-04,1e-04,0.25
"242",5.0304826665279,1e-04,1e-04,0.25
"243",4.77727983237348,1e-04,1e-04,0.25
"244",3.7320521945044,1e-04,1e-04,0.25
"245",4.75863451170107,1e-04,1e-04,0.25
"246",4.70139854376638,1e-04,1e-04,0.25
"247",5.11427664580248,1e-04,1e-04,0.25
"248",4.58278662837454,1e-04,1e-04,0.25
"249",4.86047090927344,1e-04,1e-04,0.25
"250",4.39644431510079,1e-04,1e-04,0.25
"251",5.11912421044293,1e-04,1e-04,0.25
"252",5.20411693160524,1e-04,1e-04,0.25
"253",4.91632743161533,1e-04,1e-04,0.25
"254",4.15519031289615,1e-04,1e-04,0.25
"255",4.04125239881089,1e-04,1e-04,0.25
"256",5.01408920992179,1e-04,1e-04,0.25
"257",3.69493518709166,1e-04,1e-04,0.25
"258",4.51055742882412,1e-04,1e-04,0.25
"259",3.34425487334679,1e-04,1e-04,0.25
"260",4.15744895981138,1e-04,1e-04,0.25
"261",3.73406124652694,1e-04,1e-04,0.25
"262",4.8963963739881,1e-04,1e-04,0.25
"263",3.53872585833252,1e-04,1e-04,0.25
"264",3.92420535476646,1e-04,1e-04,0.25
"265",4.76200188442726,1e-04,1e-04,0.25
"266",3.5550165942518,1e-04,1e-04,0.25
"267",4.64851916347308,1e-04,1e-04,0.25
"268",5.91667586801251,1e-04,1e-04,0.25
"269",4.74613105831884,1e-04,1e-04,0.25
"270",5.34895829986846,1e-04,1e-04,0.25
"271",4.65833323268482,1e-04,1e-04,0.25
"272",4.95063556555558,1e-04,1e-04,0.25
"273",4.33254692795295,1e-04,1e-04,0.25
"274",5.12496185753474,1e-04,1e-04,0.25
"275",4.77125038601122,1e-04,1e-04,0.25
"276",5.5079632978896,1e-04,1e-04,0.25
"277",4.00945811934085,1e-04,1e-04,0.25
"278",3.77772987397418,1e-04,1e-04,0.25
"279",4.70674912761215,1e-04,1e-04,0.25
"280",4.85564105347911,1e-04,1e-04,0.25
"281",4.03633200040599,1e-04,1e-04,0.25
"282",4.57539862009406,1e-04,1e-04,0.25
"283",4.45762477756179,1e-04,1e-04,0.25
"284",4.36632846692839,1e-04,1e-04,0.25
"285",5.21809071284337,1e-04,1e-04,0.25
"286",3.88708918581787,1e-04,1e-04,0.25
"287",4.21054297999708,1e-04,1e-04,0.25
"288",4.4097137723569,1e-04,1e-04,0.25
"289",3.98583366081823,1e-04,1e-04,0.25
"290",5.33833142122386,1e-04,1e-04,0.25
"291",4.22783272669299,1e-04,1e-04,0.25
"292",4.68588720081168,1e-04,1e-04,0.25
"293",4.91284047014054,1e-04,1e-04,0.25
"294",4.13744309016518,1e-04,1e-04,0.25
"295",5.20677607562556,1e-04,1e-04,0.25
"296",4.09457837916739,1e-04,1e-04,0.25
"297",4.29868571562508,1e-04,1e-04,0.25
"298",3.97024714618286,1e-04,1e-04,0.25
"299",3.60371910804208,1e-04,1e-04,0.25
"300",5.86519202085838,1e-04,1e-04,0.25
"301",5.09884124292366,1e-04,1e-04,0.25
"302",4.72728629703468,1e-04,1e-04,0.25
"303",4.38105716566855,1e-04,1e-04,0.25
"304",5.1809758235681,1e-04,1e-04,0.25
"305",4.22322024698314,1e-04,1e-04,0.25
"306",3.58783516722317,1e-04,1e-04,0.25
"307",4.15049275619604,1e-04,1e-04,0.25
"308",3.91029056078804,1e-04,1e-04,0.25
"309",4.0693681445565,1e-04,1e-04,0.25
"310",4.18433250660956,1e-04,1e-04,0.25
"311",5.01353199131274,1e-04,1e-04,0.25
"312",3.32632478677901,1e-04,1e-04,0.25
"313",3.60970048256471,1e-04,1e-04,0.25
"314",4.51583724943085,1e-04,1e-04,0.25
"315",3.90101542788674,1e-04,1e-04,0.25
"316",4.36760926859309,1e-04,1e-04,0.25
"317",4.3249647186402,1e-04,1e-04,0.25
"318",3.5975028518878,1e-04,1e-04,0.25
"319",3.77409130725687,1e-04,1e-04,0.25
"320",4.31670667321994,1e-04,1e-04,0.25
"321",5.14247105738945,1e-04,1e-04,0.25
"322",4.48925075471559,1e-04,1e-04,0.25
"323",4.15510712954455,1e-04,1e-04,0.25
"324",3.90899997406022,1e-04,1e-04,0.25
"325",5.14927781964947,1e-04,1e-04,0.25
"326",3.60648025038805,1e-04,1e-04,0.25
"327",4.80796803863957,1e-04,1e-04,0.25
"328",4.79079680824364,1e-04,1e-04,0.25
"329",4.84419295825504,1e-04,1e-04,0.25
"330",4.92807481859469,1e-04,1e-04,0.25
"331",5.89826159805207,1e-04,1e-04,0.25
"332",4.76346054444979,1e-04,1e-04,0.25
"333",5.32595501639329,1e-04,1e-04,0.25
"334",4.49501684445325,1e-04,1e-04,0.25
"335",5.02153216639092,1e-04,1e-04,0.25
"336",3.3057373124987,1e-04,1e-04,0.25
"337",3.43732488584951,1e-04,1e-04,0.25
"338",4.85425744167747,1e-04,1e-04,0.25
"339",5.20724289782125,1e-04,1e-04,0.25
"340",4.43323056775303,1e-04,1e-04,0.25
"341",4.18752816029596,1e-04,1e-04,0.25
"342",4.13054237550681,1e-04,1e-04,0.25
"343",4.00178706177525,1e-04,1e-04,0.25
"344",5.33182713304271,1e-04,1e-04,0.25
"345",5.22072667607342,1e-04,1e-04,0.25
"346",4.02245746979205,1e-04,1e-04,0.25
"347",4.23156610800245,1e-04,1e-04,0.25
"348",5.23582403265794,1e-04,1e-04,0.25
"349",3.49019926704041,1e-04,1e-04,0.25
"350",4.73904769504818,1e-04,1e-04,0.25
"351",4.27693267588234,1e-04,1e-04,0.25
"352",4.04736494798847,1e-04,1e-04,0.25
"353",4.38937348417015,1e-04,1e-04,0.25
"354",5.27916521054692,1e-04,1e-04,0.25
"355",3.98675253989673,1e-04,1e-04,0.25
"356",4.72121642053277,1e-04,1e-04,0.25
"357",5.01950480120172,1e-04,1e-04,0.25
"358",5.02850840794261,1e-04,1e-04,0.25
"359",5.49186366717611,1e-04,1e-04,0.25
"360",4.66233240149524,1e-04,1e-04,0.25
"361",5.03868969525964,1e-04,1e-04,0.25
"362",4.4838535429194,1e-04,1e-04,0.25
"363",4.77732713504282,1e-04,1e-04,0.25
"364",4.88618284602719,1e-04,1e-04,0.25
"365",4.48944074734284,1e-04,1e-04,0.25
"366",5.15309656221789,1e-04,1e-04,0.25
"367",4.17787459649015,1e-04,1e-04,0.25
"368",5.23635297007922,1e-04,1e-04,0.25
"369",4.74499044508885,1e-04,1e-04,0.25
"370",3.20308425463972,1e-04,1e-04,0.25
"371",3.65056425737513,1e-04,1e-04,0.25
"372",4.27685165167058,1e-04,1e-04,0.25
"373",4.7787329404191,1e-04,1e-04,0.25
"374",4.80568856444652,1e-04,1e-04,0.25
"375",3.65395875462572,1e-04,1e-04,0.25
"376",3.92051772895939,1e-04,1e-04,0.25
"377",4.74060855397661,1e-04,1e-04,0.25
"378",4.68126132531827,1e-04,1e-04,0.25
"379",4.41602607969487,1e-04,1e-04,0.25
"380",3.36134236495025,1e-04,1e-04,0.25
"381",4.13553479074605,1e-04,1e-04,0.25
"382",5.16301096517003,1e-04,1e-04,0.25
"383",4.91348411317969,1e-04,1e-04,0.25
"384",4.87206713847627,1e-04,1e-04,0.25
"385",4.8840606378296,1e-04,1e-04,0.25
"386",4.56679683031103,1e-04,1e-04,0.25
"387",3.94706246589338,1e-04,1e-04,0.25
"388",4.63173667754419,1e-04,1e-04,0.25
"389",3.79001681878626,1e-04,1e-04,0.25
"390",4.14910714162992,1e-04,1e-04,0.25
"391",4.40765218157075,1e-04,1e-04,0.25
"392",4.88672525614462,1e-04,1e-04,0.25
"393",4.69223979059157,1e-04,1e-04,0.25
"394",4.81897896805053,1e-04,1e-04,0.25
"395",4.60605435845663,1e-04,1e-04,0.25
"396",3.66351535851368,1e-04,1e-04,0.25
"397",3.97640462884962,1e-04,1e-04,0.25
"398",4.9814065458699,1e-04,1e-04,0.25
"399",4.25721265086305,1e-04,1e-04,0.25
"400",5.24368865790673,1e-04,1e-04,0.25
"401",3.85744507897627,1e-04,1e-04,0.25
"402",4.35865160753763,1e-04,1e-04,0.25
"403",4.3682942770053,1e-04,1e-04,0.25
"404",5.53002094957685,1e-04,1e-04,0.25
"405",4.6540186060122,1e-04,1e-04,0.25
"406",4.33713812866314,1e-04,1e-04,0.25
"407",4.86896081598859,1e-04,1e-04,0.25
"408",4.84078539718113,1e-04,1e-04,0.25
"409",5.1623095572569,1e-04,1e-04,0.25
"410",4.10444713058329,1e-04,1e-04,0.25
"411",3.74109248028738,1e-04,1e-04,0.25
"412",4.83303098442178,1e-04,1e-04,0.25
"413",5.36383262370396,1e-04,1e-04,0.25
"414",5.17756425215637,1e-04,1e-04,0.25
"415",5.04877736382863,1e-04,1e-04,0.25
"416",4.73134142850932,1e-04,1e-04,0.25
"417",4.84203773959793,1e-04,1e-04,0.25
"418",5.1782651590739,1e-04,1e-04,0.25
"419",5.00309817675085,1e-04,1e-04,0.25
"420",4.91364051589544,1e-04,1e-04,0.25
"421",5.13535492435926,1e-04,1e-04,0.25
"422",3.32349679367476,1e-04,1e-04,0.25
"423",3.84550311250826,1e-04,1e-04,0.25
"424",4.31752964598428,1e-04,1e-04,0.25
"425",4.44130744596362,1e-04,1e-04,0.25
"426",3.71831377878419,1e-04,1e-04,0.25
"427",5.3929177267195,1e-04,1e-04,0.25
"428",4.18816403619785,1e-04,1e-04,0.25
"429",3.96107533855088,1e-04,1e-04,0.25
"430",4.7684801755918,1e-04,1e-04,0.25
"431",3.40117700003609,1e-04,1e-04,0.25
"432",4.97887261044838,1e-04,1e-04,0.25
"433",3.44984110624537,1e-04,1e-04,0.25
"434",4.38214971148947,1e-04,1e-04,0.25
"435",4.31471558778884,1e-04,1e-04,0.25
"436",4.42132280314702,1e-04,1e-04,0.25
"437",4.36232573166256,1e-04,1e-04,0.25
"438",4.66287927273863,1e-04,1e-04,0.25
"439",4.09437986848005,1e-04,1e-04,0.25
"440",5.16963705175437,1e-04,1e-04,0.25
"441",3.49959825983057,1e-04,1e-04,0.25
"442",3.87940751261367,1e-04,1e-04,0.25
"443",3.44068543651625,1e-04,1e-04,0.25
"444",4.26947717392583,1e-04,1e-04,0.25
"445",4.80938943087992,1e-04,1e-04,0.25
"446",3.58081419056803,1e-04,1e-04,0.25
"447",4.94934988727324,1e-04,1e-04,0.25
"448",5.70347625846915,1e-04,1e-04,0.25
"449",5.03452347064968,1e-04,1e-04,0.25
"450",4.04533640156836,1e-04,1e-04,0.25
"451",5.3338582669231,1e-04,1e-04,0.25
"452",4.26985054765309,1e-04,1e-04,0.25
"453",5.41390809160035,1e-04,1e-04,0.25
"454",3.86307789435993,1e-04,1e-04,0.25
"455",4.8542266009271,1e-04,1e-04,0.25
"456",5.78993253021663,1e-04,1e-04,0.25
"457",3.39165950656704,1e-04,1e-04,0.25
"458",4.00396887446076,1e-04,1e-04,0.25
"459",4.37722563297736,1e-04,1e-04,0.25
"460",4.66223181168304,1e-04,1e-04,0.25
"461",5.71080323531876,1e-04,1e-04,0.25
"462",4.28663043222014,1e-04,1e-04,0.25
"463",3.65132225875802,1e-04,1e-04,0.25
"464",3.85668880789575,1e-04,1e-04,0.25
"465",4.27498615331748,1e-04,1e-04,0.25
"466",5.12174168386167,1e-04,1e-04,0.25
"467",4.35077770926163,1e-04,1e-04,0.25
"468",5.52207682137025,1e-04,1e-04,0.25
"469",4.30276551665417,1e-04,1e-04,0.25
"470",5.543454517273,1e-04,1e-04,0.25
"471",5.32240611897765,1e-04,1e-04,0.25
"472",4.88008704504805,1e-04,1e-04,0.25
"473",4.78465445514285,1e-04,1e-04,0.25
"474",4.33361786557216,1e-04,1e-04,0.25
"475",4.91112459170873,1e-04,1e-04,0.25
"476",4.21350163125702,1e-04,1e-04,0.25
"477",4.17813708801935,1e-04,1e-04,0.25
"478",4.41261159548947,1e-04,1e-04,0.25
"479",4.48634728605157,1e-04,1e-04,0.25
"480",5.12943537209725,1e-04,1e-04,0.25
"481",4.43737593264732,1e-04,1e-04,0.25
"482",4.20687975458207,1e-04,1e-04,0.25
"483",3.25021968391067,1e-04,1e-04,0.25
"484",3.98492740436065,1e-04,1e-04,0.25
"485",5.79568345281112,1e-04,1e-04,0.25
"486",5.27128549076832,1e-04,1e-04,0.25
"487",4.80696650994937,1e-04,1e-04,0.25
"488",4.13463326270432,1e-04,1e-04,0.25
"489",3.33457417699445,1e-04,1e-04,0.25
"490",3.68076878620655,1e-04,1e-04,0.25
"491",4.50721480855504,1e-04,1e-04,0.25
"492",3.76558096020304,1e-04,1e-04,0.25
"493",4.89709630553924,1e-04,1e-04,0.25
"494",3.89941198122665,1e-04,1e-04,0.25
"495",3.96076077922086,1e-04,1e-04,0.25
"496",3.9852413338301,1e-04,1e-04,0.25
"497",3.30480403030998,1e-04,1e-04,0.25
"498",3.41184790920037,1e-04,1e-04,0.25
"499",5.18504472231589,1e-04,1e-04,0.25
"500",4.78001606337626,1e-04,1e-04,0.25
"501",3.64462959845555,1e-04,1e-04,0.25
"502",4.27430063151965,1e-04,1e-04,0.25
"503",4.24494214115439,1e-04,1e-04,0.25
"504",4.11518680870126,1e-04,1e-04,0.25
"505",5.18994785197482,1e-04,1e-04,0.25
"506",3.73214128148068,1e-04,1e-04,0.25
"507",4.95486995561366,1e-04,1e-04,0.25
"508",4.61076708676169,1e-04,1e-04,0.25
"509",4.67763553936612,1e-04,1e-04,0.25
"510",5.36979936707843,1e-04,1e-04,0.25
"511",4.65506454987594,1e-04,1e-04,0.25
"512",4.08055387832258,1e-04,1e-04,0.25
"513",5.14351750393323,1e-04,1e-04,0.25
"514",5.4095251230347,1e-04,1e-04,0.25
"515",3.98108590873706,1e-04,1e-04,0.25
"516",4.69326124880354,1e-04,1e-04,0.25
"517",4.60750167799936,1e-04,1e-04,0.25
"518",4.74855018139956,1e-04,1e-04,0.25
"519",4.84582173527441,1e-04,1e-04,0.25
"520",4.3096814383094,1e-04,1e-04,0.25
"521",4.91612522855337,1e-04,1e-04,0.25
"522",3.56382248418576,1e-04,1e-04,0.25
"523",5.29672327162868,1e-04,1e-04,0.25
"524",4.75489625560557,1e-04,1e-04,0.25
"525",5.09509324128075,1e-04,1e-04,0.25
"526",4.36383573676405,1e-04,1e-04,0.25
"527",4.19687566812756,1e-04,1e-04,0.25
"528",4.64405182442626,1e-04,1e-04,0.25
"529",4.08634936864258,1e-04,1e-04,0.25
"530",4.17633114062473,1e-04,1e-04,0.25
"531",4.54094296377448,1e-04,1e-04,0.25
"532",4.09800461836052,1e-04,1e-04,0.25
"533",3.97852012643035,1e-04,1e-04,0.25
"534",4.59727109534378,1e-04,1e-04,0.25
"535",5.08851640100081,1e-04,1e-04,0.25
"536",3.15047415592391,1e-04,1e-04,0.25
"537",3.61379563365039,1e-04,1e-04,0.25
"538",4.19830033303278,1e-04,1e-04,0.25
"539",4.76597526020049,1e-04,1e-04,0.25
"540",4.80321315617661,1e-04,1e-04,0.25
"541",4.01927449823523,1e-04,1e-04,0.25
"542",4.29012696202511,1e-04,1e-04,0.25
"543",4.30196162898521,1e-04,1e-04,0.25
"544",3.24349757576149,1e-04,1e-04,0.25
"545",4.47469296714674,1e-04,1e-04,0.25
"546",4.67817778174968,1e-04,1e-04,0.25
"547",5.3388252458058,1e-04,1e-04,0.25
"548",5.07340735220005,1e-04,1e-04,0.25
"549",4.64821381035369,1e-04,1e-04,0.25
"550",3.72088212361142,1e-04,1e-04,0.25
"551",5.39297425795578,1e-04,1e-04,0.25
"552",4.54114174999763,1e-04,1e-04,0.25
"553",5.50902825448318,1e-04,1e-04,0.25
"554",5.46769196301804,1e-04,1e-04,0.25
"555",4.90751656661149,1e-04,1e-04,0.25
"556",4.08949022369308,1e-04,1e-04,0.25
"557",4.43650339148616,1e-04,1e-04,0.25
