"","real_eigenvalue","power_H","power_L","complementarity"
"5532",3.23910433867655,1,1,0.25
"5533",4.38328361606081,1,1,0.25
"5534",4.13333662314075,1,1,0.25
"5535",4.51186907329744,1,1,0.25
"5536",4.82055990643404,1,1,0.25
"5537",4.6381175019297,1,1,0.25
"5538",5.62335424464853,1,1,0.25
"5539",3.58961347053705,1,1,0.25
"5540",5.47773272256174,1,1,0.25
"5541",4.52660634123173,1,1,0.25
"5542",4.22293962573239,1,1,0.25
"5543",3.83921758376355,1,1,0.25
"5544",4.50696822175518,1,1,0.25
"5545",3.57434256539372,1,1,0.25
"5546",4.53229759021078,1,1,0.25
"5547",4.34948670454151,1,1,0.25
"5548",5.07884687049252,1,1,0.25
"5549",4.61788252032737,1,1,0.25
"5550",4.35570429181288,1,1,0.25
"5551",5.25251664661577,1,1,0.25
"5552",4.76176312540122,1,1,0.25
"5553",4.11480170946988,1,1,0.25
"5554",4.50507174973916,1,1,0.25
"5555",3.23738606970597,1,1,0.25
"5556",3.44656734553679,1,1,0.25
"5557",4.30131465703539,1,1,0.25
"5558",3.75248214147944,1,1,0.25
"5559",4.37628238060956,1,1,0.25
"5560",5.69068120353792,1,1,0.25
"5561",5.05554697974646,1,1,0.25
"5562",4.68191733283268,1,1,0.25
"5563",3.97507011179724,1,1,0.25
"5564",4.68898271822706,1,1,0.25
"5565",5.36192410446926,1,1,0.25
"5566",4.30167907630707,1,1,0.25
"5567",4.05424496880636,1,1,0.25
"5568",4.52422324288544,1,1,0.25
"5569",3.70701309358619,1,1,0.25
"5570",3.63406487214033,1,1,0.25
"5571",4.13521280065474,1,1,0.25
"5572",3.25119360792996,1,1,0.25
"5573",5.10285562374787,1,1,0.25
"5574",4.57888635136195,1,1,0.25
"5575",3.84885936006615,1,1,0.25
"5576",3.32497710612982,1,1,0.25
"5577",4.90982717665889,1,1,0.25
"5578",5.17075703666893,1,1,0.25
"5579",4.13250903987753,1,1,0.25
"5580",4.58599543019916,1,1,0.25
"5581",5.12536980756628,1,1,0.25
"5582",4.73024742391932,1,1,0.25
"5583",4.05270259231257,1,1,0.25
"5584",4.1941148523523,1,1,0.25
"5585",4.09201263931116,1,1,0.25
"5586",4.26235040332012,1,1,0.25
"5587",3.36068384568128,1,1,0.25
"5588",4.07399233114561,1,1,0.25
"5589",3.64622654396695,1,1,0.25
"5590",4.0086382515255,1,1,0.25
"5591",5.18730779838839,1,1,0.25
"5592",4.61796103366158,1,1,0.25
"5593",5.26596762631934,1,1,0.25
"5594",3.69501590953072,1,1,0.25
"5595",4.42626120712921,1,1,0.25
"5596",4.45004162166785,1,1,0.25
"5597",4.87497624392204,1,1,0.25
"5598",4.96123898942207,1,1,0.25
"5599",5.77746845291794,1,1,0.25
"5600",5.75497631561847,1,1,0.25
"5601",4.99320713162228,1,1,0.25
"5602",3.85761387435008,1,1,0.25
"5603",4.99309805648478,1,1,0.25
"5604",4.16704854846372,1,1,0.25
"5605",4.78772485967613,1,1,0.25
"5606",4.70307422245237,1,1,0.25
"5607",4.18659882898443,1,1,0.25
"5608",4.25852204395677,1,1,0.25
"5609",4.54818843652551,1,1,0.25
"5610",3.74123287597801,1,1,0.25
"5611",4.44077244737356,1,1,0.25
"5612",4.01123262458964,1,1,0.25
"5613",3.37796206702363,1,1,0.25
"5614",4.5326098516909,1,1,0.25
"5615",3.703067996736,1,1,0.25
"5616",3.87793257800264,1,1,0.25
"5617",4.4140797569945,1,1,0.25
"5618",4.33284549432674,1,1,0.25
"5619",4.29615008091534,1,1,0.25
"5620",4.51770794730684,1,1,0.25
"5621",3.38829514030156,1,1,0.25
"5622",3.6771458343417,1,1,0.25
"5623",4.6904731397184,1,1,0.25
"5624",4.09187021453235,1,1,0.25
"5625",3.86035217266812,1,1,0.25
"5626",5.56847541419718,1,1,0.25
"5627",3.60587646894628,1,1,0.25
"5628",4.42738757824998,1,1,0.25
"5629",4.00184757954607,1,1,0.25
"5630",4.62774234121582,1,1,0.25
"5631",4.72606344199142,1,1,0.25
"5632",4.50320801324625,1,1,0.25
"5633",4.75181912074485,1,1,0.25
"5634",3.99639672854031,1,1,0.25
"5635",4.18238591379023,1,1,0.25
"5636",4.93736112627898,1,1,0.25
"5637",3.31169757225771,1,1,0.25
"5638",5.00883982105089,1,1,0.25
"5639",3.37680123715884,1,1,0.25
"5640",3.47872503787754,1,1,0.25
"5641",4.36996774857046,1,1,0.25
"5642",3.35789939562832,1,1,0.25
"5643",3.69222663832049,1,1,0.25
"5644",3.44225605492169,1,1,0.25
"5645",4.09661637661215,1,1,0.25
"5646",4.33079021045841,1,1,0.25
"5647",4.35647083438387,1,1,0.25
"5648",4.34299230746976,1,1,0.25
"5649",4.09840884702776,1,1,0.25
"5650",5.17822109474758,1,1,0.25
"5651",4.20009178678245,1,1,0.25
"5652",4.87381249152081,1,1,0.25
"5653",4.49647075058844,1,1,0.25
"5654",4.99159174753784,1,1,0.25
"5655",5.22351398862283,1,1,0.25
"5656",4.41476604375827,1,1,0.25
"5657",4.28795674710355,1,1,0.25
"5658",4.27372587258038,1,1,0.25
"5659",5.38118039662047,1,1,0.25
"5660",4.23257210068958,1,1,0.25
"5661",4.17320024970664,1,1,0.25
"5662",3.86775945657173,1,1,0.25
"5663",3.99156541569623,1,1,0.25
"5664",4.24835437890046,1,1,0.25
"5665",4.08709485896062,1,1,0.25
"5666",5.49304249898463,1,1,0.25
"5667",4.19620588614393,1,1,0.25
"5668",3.44821048858226,1,1,0.25
"5669",5.19545715744562,1,1,0.25
"5670",5.61252720264371,1,1,0.25
"5671",5.17413941615159,1,1,0.25
"5672",4.30633771262368,1,1,0.25
"5673",4.13259425691448,1,1,0.25
"5674",5.10599974914765,1,1,0.25
"5675",4.22300265920952,1,1,0.25
"5676",4.19789215299373,1,1,0.25
"5677",5.82987014675126,1,1,0.25
"5678",5.15792578064292,1,1,0.25
"5679",3.68027982068336,1,1,0.25
"5680",4.32939094996034,1,1,0.25
"5681",5.4409627184295,1,1,0.25
"5682",4.00048788144462,1,1,0.25
"5683",4.75556062374569,1,1,0.25
"5684",4.48395299967047,1,1,0.25
"5685",4.32508534281732,1,1,0.25
"5686",4.01114637453932,1,1,0.25
"5687",4.71050148801865,1,1,0.25
"5688",5.57855265955136,1,1,0.25
"5689",5.69105776887482,1,1,0.25
"5690",3.81483980036129,1,1,0.25
"5691",4.31390731484383,1,1,0.25
"5692",4.58236715039989,1,1,0.25
"5693",3.96152255673816,1,1,0.25
"5694",3.38336209523937,1,1,0.25
"5695",4.75798981456346,1,1,0.25
"5696",4.03814700284269,1,1,0.25
"5697",3.2421708304544,1,1,0.25
"5698",4.12862330349204,1,1,0.25
"5699",4.14476409922512,1,1,0.25
"5700",4.42973543219005,1,1,0.25
"5701",4.67048658474139,1,1,0.25
"5702",4.42991420640836,1,1,0.25
"5703",3.4184426635637,1,1,0.25
"5704",4.53999565798343,1,1,0.25
"5705",3.7437596634063,1,1,0.25
"5706",3.94063367628879,1,1,0.25
"5707",5.33506806680237,1,1,0.25
"5708",5.63058370988171,1,1,0.25
"5709",5.00897906115466,1,1,0.25
"5710",3.24499438578595,1,1,0.25
"5711",5.12938370936597,1,1,0.25
"5712",4.0619172917128,1,1,0.25
"5713",4.21690391168177,1,1,0.25
"5714",4.8645762938359,1,1,0.25
"5715",5.04378076458512,1,1,0.25
"5716",4.1439652755466,1,1,0.25
"5717",4.70907685467389,1,1,0.25
"5718",3.83695410196975,1,1,0.25
"5719",4.45159855076765,1,1,0.25
"5720",4.1500436936155,1,1,0.25
"5721",3.87334233313056,1,1,0.25
"5722",4.20173093878904,1,1,0.25
"5723",5.03008594547319,1,1,0.25
"5724",3.87579241572034,1,1,0.25
"5725",4.44699702352125,1,1,0.25
"5726",5.16522950703485,1,1,0.25
"5727",4.80158625714584,1,1,0.25
"5728",4.98244019342801,1,1,0.25
"5729",4.25282750950645,1,1,0.25
"5730",4.51916288257849,1,1,0.25
"5731",4.53994502834584,1,1,0.25
"5732",4.80781634407343,1,1,0.25
"5733",5.5816127021274,1,1,0.25
"5734",3.97008930130474,1,1,0.25
"5735",4.84817940538183,1,1,0.25
"5736",3.61201838915989,1,1,0.25
"5737",4.33191128529307,1,1,0.25
"5738",4.27983285101449,1,1,0.25
"5739",4.49978938443811,1,1,0.25
"5740",4.60981657648359,1,1,0.25
"5741",3.51857485245302,1,1,0.25
"5742",3.93205514778289,1,1,0.25
"5743",4.33746430959722,1,1,0.25
"5744",3.96541492614294,1,1,0.25
"5745",4.18839961939715,1,1,0.25
"5746",4.39505586887279,1,1,0.25
"5747",4.85499002798552,1,1,0.25
"5748",4.30046685462305,1,1,0.25
"5749",4.31449759625717,1,1,0.25
"5750",4.80818504180925,1,1,0.25
"5751",4.25602233762413,1,1,0.25
"5752",5.63061079153722,1,1,0.25
"5753",5.49670330364438,1,1,0.25
"5754",5.22769193726793,1,1,0.25
"5755",3.33307855053789,1,1,0.25
"5756",5.82085038183005,1,1,0.25
"5757",4.88604052141269,1,1,0.25
"5758",4.07306031789158,1,1,0.25
"5759",3.83824911886085,1,1,0.25
"5760",3.75481008738324,1,1,0.25
"5761",5.06158814314656,1,1,0.25
"5762",4.62695982258674,1,1,0.25
"5763",3.93262694387181,1,1,0.25
"5764",3.83330537331125,1,1,0.25
"5765",4.19947574942154,1,1,0.25
"5766",5.19742490287947,1,1,0.25
"5767",3.22328500654551,1,1,0.25
"5768",4.63806728497781,1,1,0.25
"5769",3.74789923598609,1,1,0.25
"5770",3.61485592885484,1,1,0.25
"5771",5.03606262842663,1,1,0.25
"5772",4.5800635778875,1,1,0.25
"5773",4.72110185236455,1,1,0.25
"5774",4.06592979299543,1,1,0.25
"5775",3.43730094055411,1,1,0.25
"5776",4.30444285439501,1,1,0.25
"5777",4.37522138353063,1,1,0.25
"5778",5.04277535212528,1,1,0.25
"5779",3.72176065770576,1,1,0.25
"5780",4.15892214944142,1,1,0.25
"5781",4.79597340755969,1,1,0.25
"5782",4.3864450215012,1,1,0.25
"5783",4.86483116677775,1,1,0.25
"5784",4.13386461899235,1,1,0.25
"5785",4.04619819617193,1,1,0.25
"5786",3.74830033204101,1,1,0.25
"5787",4.62797249122347,1,1,0.25
"5788",3.43634820830178,1,1,0.25
"5789",4.78089609687844,1,1,0.25
"5790",3.41113959025899,1,1,0.25
"5791",3.94994301940697,1,1,0.25
"5792",4.70879882791179,1,1,0.25
"5793",3.2836380525178,1,1,0.25
"5794",4.57669408167118,1,1,0.25
"5795",3.54966734138755,1,1,0.25
"5796",4.96028078015135,1,1,0.25
"5797",4.96672329926328,1,1,0.25
"5798",4.55821840647587,1,1,0.25
"5799",4.3737313751183,1,1,0.25
"5800",3.98277751915463,1,1,0.25
"5801",4.05908399697291,1,1,0.25
"5802",4.70258441394993,1,1,0.25
"5803",5.46057113826701,1,1,0.25
"5804",4.14479466490046,1,1,0.25
"5805",4.48841296311607,1,1,0.25
"5806",5.02063434615292,1,1,0.25
"5807",4.58193591293734,1,1,0.25
"5808",4.30396390760721,1,1,0.25
"5809",5.12106540864182,1,1,0.25
"5810",3.92560695013959,1,1,0.25
"5811",4.35409217777535,1,1,0.25
"5812",4.36726928524763,1,1,0.25
"5813",5.26543274875466,1,1,0.25
"5814",3.4011069845344,1,1,0.25
"5815",4.16884225363633,1,1,0.25
"5816",4.35207214251699,1,1,0.25
"5817",3.62353149230233,1,1,0.25
"5818",4.28446445311329,1,1,0.25
"5819",4.32702666904649,1,1,0.25
"5820",4.06569465953056,1,1,0.25
"5821",4.14346924591272,1,1,0.25
"5822",3.91356137290691,1,1,0.25
"5823",4.52412440392471,1,1,0.25
"5824",4.83579467879738,1,1,0.25
"5825",4.20928762203205,1,1,0.25
"5826",3.01017413621043,1,1,0.25
"5827",5.24362804671526,1,1,0.25
"5828",4.35576040787324,1,1,0.25
"5829",4.50954841370591,1,1,0.25
"5830",3.77697530799754,1,1,0.25
"5831",4.3894250330248,1,1,0.25
"5832",4.94573016334576,1,1,0.25
"5833",3.90949344705806,1,1,0.25
"5834",3.74453075131198,1,1,0.25
"5835",4.70057211767257,1,1,0.25
"5836",5.29334444192708,1,1,0.25
"5837",4.79861624736032,1,1,0.25
"5838",4.98981122005643,1,1,0.25
"5839",3.71987631356143,1,1,0.25
"5840",3.2099352971094,1,1,0.25
"5841",4.17933516124805,1,1,0.25
"5842",5.16914684247031,1,1,0.25
"5843",4.40950528364514,1,1,0.25
"5844",5.0321205953012,1,1,0.25
"5845",3.20610094496771,1,1,0.25
"5846",5.09236781981018,1,1,0.25
"5847",4.97870443187575,1,1,0.25
"5848",4.35277015235613,1,1,0.25
"5849",5.40892773568783,1,1,0.25
"5850",5.69856386710588,1,1,0.25
"5851",4.33659679042068,1,1,0.25
"5852",3.39233741292106,1,1,0.25
"5853",4.63701040206737,1,1,0.25
"5854",4.91779902330048,1,1,0.25
"5855",3.77618450056428,1,1,0.25
"5856",4.21477539901593,1,1,0.25
"5857",4.23138515795702,1,1,0.25
"5858",4.23532950751286,1,1,0.25
"5859",3.61794931953415,1,1,0.25
"5860",4.69066170579192,1,1,0.25
"5861",3.57796454499435,1,1,0.25
"5862",5.27447067222483,1,1,0.25
"5863",4.20961839867465,1,1,0.25
"5864",3.77517318391073,1,1,0.25
"5865",5.19866337138667,1,1,0.25
"5866",4.02970674243678,1,1,0.25
"5867",3.86349019566909,1,1,0.25
"5868",4.34457420029311,1,1,0.25
"5869",4.56018126742445,1,1,0.25
"5870",4.05553469384572,1,1,0.25
"5871",4.9866312558262,1,1,0.25
"5872",4.72500302271556,1,1,0.25
"5873",4.61708528692292,1,1,0.25
"5874",4.94756416690575,1,1,0.25
"5875",4.05607875537761,1,1,0.25
"5876",4.93896884523262,1,1,0.25
"5877",3.8280114244962,1,1,0.25
"5878",4.3453307229884,1,1,0.25
"5879",5.24985027689874,1,1,0.25
"5880",5.13984005095875,1,1,0.25
"5881",4.44667177194018,1,1,0.25
"5882",4.23951144078359,1,1,0.25
"5883",3.83235982084104,1,1,0.25
"5884",4.74252788086895,1,1,0.25
"5885",3.91105180980872,1,1,0.25
"5886",4.00815617953208,1,1,0.25
"5887",5.06246921630465,1,1,0.25
"5888",4.25214327740503,1,1,0.25
"5889",4.64530780958387,1,1,0.25
"5890",4.11101476834322,1,1,0.25
"5891",4.64015391211628,1,1,0.25
"5892",3.25401948204883,1,1,0.25
"5893",5.00087941351777,1,1,0.25
"5894",4.07119817229299,1,1,0.25
"5895",3.80738497780805,1,1,0.25
"5896",5.1347007936881,1,1,0.25
"5897",3.76686128035254,1,1,0.25
"5898",4.37685852732913,1,1,0.25
"5899",5.21520116502711,1,1,0.25
"5900",4.15796981436478,1,1,0.25
"5901",3.87257646814876,1,1,0.25
"5902",4.34372991320518,1,1,0.25
"5903",4.28177377703262,1,1,0.25
"5904",3.80055682821256,1,1,0.25
"5905",4.60457568594133,1,1,0.25
"5906",4.95277012293668,1,1,0.25
"5907",5.08866776027156,1,1,0.25
"5908",3.91642292129269,1,1,0.25
"5909",3.25954290049345,1,1,0.25
"5910",3.92718967776843,1,1,0.25
"5911",3.99030187140803,1,1,0.25
"5912",4.64164583726122,1,1,0.25
"5913",4.27217051569465,1,1,0.25
"5914",4.90031059982994,1,1,0.25
"5915",3.35640081366564,1,1,0.25
"5916",3.95841220060577,1,1,0.25
"5917",5.24342543542972,1,1,0.25
"5918",4.48192708340432,1,1,0.25
"5919",4.8544001772942,1,1,0.25
"5920",5.13176116462258,1,1,0.25
"5921",3.9418490290971,1,1,0.25
"5922",3.58120905077065,1,1,0.25
"5923",4.31187250153938,1,1,0.25
"5924",5.33036451224444,1,1,0.25
"5925",4.77414344036956,1,1,0.25
"5926",4.37010575059812,1,1,0.25
"5927",5.37901060876084,1,1,0.25
"5928",4.42823659290281,1,1,0.25
"5929",4.35327174389159,1,1,0.25
"5930",4.0968584301098,1,1,0.25
"5931",4.04961487127478,1,1,0.25
"5932",4.15049291009684,1,1,0.25
"5933",4.10211348793555,1,1,0.25
"5934",5.28024906541957,1,1,0.25
"5935",5.13293808634199,1,1,0.25
"5936",4.62845728999474,1,1,0.25
"5937",5.78378264162213,1,1,0.25
"5938",3.69917247154896,1,1,0.25
"5939",4.38699089063032,1,1,0.25
"5940",3.99192340920464,1,1,0.25
"5941",3.94077252540754,1,1,0.25
"5942",4.96752858426406,1,1,0.25
"5943",5.21665692747813,1,1,0.25
"5944",3.89363562720704,1,1,0.25
"5945",4.78689062852778,1,1,0.25
"5946",3.80178607753424,1,1,0.25
"5947",4.24675623851972,1,1,0.25
"5948",4.25310607986267,1,1,0.25
"5949",4.83478880942408,1,1,0.25
"5950",4.10674739171176,1,1,0.25
"5951",5.16034646265662,1,1,0.25
"5952",4.28919652707894,1,1,0.25
"5953",3.718117947828,1,1,0.25
"5954",4.13495464782674,1,1,0.25
"5955",3.38570732104954,1,1,0.25
"5956",4.37899346743356,1,1,0.25
"5957",3.6869887315418,1,1,0.25
"5958",4.1848437125274,1,1,0.25
"5959",4.56429592664132,1,1,0.25
"5960",4.77201096711222,1,1,0.25
"5961",3.63532058842965,1,1,0.25
"5962",4.8832056672941,1,1,0.25
"5963",4.48215033971353,1,1,0.25
"5964",3.90082244111489,1,1,0.25
"5965",4.5010961623688,1,1,0.25
"5966",4.03015493584272,1,1,0.25
"5967",4.05746803316279,1,1,0.25
"5968",5.25473216742925,1,1,0.25
"5969",5.41576911588802,1,1,0.25
"5970",4.4572664251909,1,1,0.25
"5971",5.35757994615464,1,1,0.25
"5972",4.57700475026609,1,1,0.25
"5973",3.59929628282351,1,1,0.25
"5974",4.03406595342873,1,1,0.25
"5975",4.00053762161572,1,1,0.25
"5976",3.89779960977698,1,1,0.25
"5977",3.45327930488492,1,1,0.25
"5978",5.16015578073339,1,1,0.25
"5979",4.62615497384983,1,1,0.25
"5980",4.80616914728386,1,1,0.25
"5981",4.02242063704697,1,1,0.25
"5982",4.25972681874785,1,1,0.25
"5983",4.12571043344324,1,1,0.25
"5984",4.16665785436837,1,1,0.25
"5985",4.80244168788252,1,1,0.25
"5986",4.33519820184024,1,1,0.25
"5987",4.08909505311673,1,1,0.25
"5988",4.06730773729295,1,1,0.25
"5989",5.40444929623751,1,1,0.25
"5990",5.18045380706815,1,1,0.25
"5991",4.16327918389464,1,1,0.25
"5992",4.7200599590141,1,1,0.25
"5993",4.86057829385177,1,1,0.25
"5994",3.86947320426892,1,1,0.25
"5995",4.70526085288244,1,1,0.25
"5996",3.78683785813153,1,1,0.25
"5997",4.45382544374944,1,1,0.25
"5998",4.00854853267956,1,1,0.25
"5999",5.31264968616438,1,1,0.25
"6000",4.78057674083021,1,1,0.25
"6001",4.33833407431063,1,2,0.25
"6002",3.13807835271243,1,2,0.25
"6003",4.67180702550815,1,2,0.25
"6004",4.29528665380998,1,2,0.25
"6005",5.16474328442316,1,2,0.25
"6006",3.69833459976064,1,2,0.25
"6007",3.69001694823581,1,2,0.25
"6008",4.61548421453511,1,2,0.25
"6009",4.17448846374187,1,2,0.25
"6010",4.33937990488566,1,2,0.25
"6011",4.32267162702079,1,2,0.25
"6012",4.93728437116564,1,2,0.25
"6013",3.64817950718045,1,2,0.25
"6014",5.98734741764039,1,2,0.25
"6015",4.29466508165173,1,2,0.25
"6016",4.02034739379836,1,2,0.25
"6017",5.06046227976285,1,2,0.25
"6018",3.59566183660207,1,2,0.25
"6019",4.29093095321552,1,2,0.25
"6020",5.14767149671395,1,2,0.25
"6021",4.15177751764442,1,2,0.25
"6022",4.97992119555508,1,2,0.25
"6023",4.32243882841084,1,2,0.25
"6024",4.76841215794149,1,2,0.25
"6025",5.49051995082214,1,2,0.25
"6026",5.17179309686585,1,2,0.25
"6027",4.78240155579401,1,2,0.25
"6028",5.27832322958153,1,2,0.25
"6029",4.37498279112469,1,2,0.25
"6030",4.16359198882508,1,2,0.25
"6031",5.39530450802499,1,2,0.25
"6032",5.055998643222,1,2,0.25
"6033",5.07499187084504,1,2,0.25
"6034",4.06832387484431,1,2,0.25
"6035",4.33726807105869,1,2,0.25
"6036",3.30932075632256,1,2,0.25
"6037",4.43455324251398,1,2,0.25
"6038",4.86191413924935,1,2,0.25
"6039",4.96895534074424,1,2,0.25
"6040",3.62525563930228,1,2,0.25
"6041",4.08316763244499,1,2,0.25
"6042",4.0723604049836,1,2,0.25
"6043",4.52602164365929,1,2,0.25
"6044",3.74416390852904,1,2,0.25
"6045",3.66438889412801,1,2,0.25
"6046",4.21690627896167,1,2,0.25
"6047",3.60556816978166,1,2,0.25
"6048",3.31510808647896,1,2,0.25
"6049",5.37367912808662,1,2,0.25
"6050",4.41377284484374,1,2,0.25
"6051",4.68610744031569,1,2,0.25
"6052",4.32783034071179,1,2,0.25
"6053",5.0084171921085,1,2,0.25
"6054",5.22942416989747,1,2,0.25
"6055",4.72514425448774,1,2,0.25
"6056",3.89526626905221,1,2,0.25
"6057",4.28203884880906,1,2,0.25
"6058",4.35589103991181,1,2,0.25
"6059",4.86917444774019,1,2,0.25
"6060",5.53129317897417,1,2,0.25
"6061",3.49699787795627,1,2,0.25
"6062",3.90100077416365,1,2,0.25
"6063",3.33018754154202,1,2,0.25
"6064",4.65419356362005,1,2,0.25
"6065",4.33200006200509,1,2,0.25
"6066",3.98617661668978,1,2,0.25
"6067",3.83509207474205,1,2,0.25
"6068",5.37983001000653,1,2,0.25
"6069",5.24138962643027,1,2,0.25
"6070",5.58304873324361,1,2,0.25
"6071",4.41592989777287,1,2,0.25
"6072",4.81095965424559,1,2,0.25
"6073",3.94266967160538,1,2,0.25
"6074",3.51540119096822,1,2,0.25
"6075",3.89796455359939,1,2,0.25
"6076",4.02224829906305,1,2,0.25
"6077",4.44627504205847,1,2,0.25
"6078",5.55278105503857,1,2,0.25
"6079",4.49280696792127,1,2,0.25
"6080",3.54148301658921,1,2,0.25
"6081",4.56070950705241,1,2,0.25
"6082",5.32198984701741,1,2,0.25
"6083",3.67562109274792,1,2,0.25
"6084",4.69807995694276,1,2,0.25
"6085",4.01608033357773,1,2,0.25
"6086",5.62198395413925,1,2,0.25
"6087",4.99202048444948,1,2,0.25
"6088",3.34606664086616,1,2,0.25
"6089",4.66932104887394,1,2,0.25
"6090",4.70892058723701,1,2,0.25
"6091",3.75956868323242,1,2,0.25
"6092",4.42829201910274,1,2,0.25
"6093",4.51657649692346,1,2,0.25
"6094",5.70089789291077,1,2,0.25
"6095",5.14414316097885,1,2,0.25
"6096",5.18668921403604,1,2,0.25
"6097",4.3526470595412,1,2,0.25
"6098",3.94620797195256,1,2,0.25
"6099",3.75554564980672,1,2,0.25
"6100",5.68069363343974,1,2,0.25
"6101",4.71635563184566,1,2,0.25
"6102",4.73648004935144,1,2,0.25
"6103",4.03853306299089,1,2,0.25
"6104",4.61208986702301,1,2,0.25
"6105",3.60653376313794,1,2,0.25
"6106",3.71345342144323,1,2,0.25
"6107",3.9781698906385,1,2,0.25
"6108",4.24766968240125,1,2,0.25
"6109",3.50297245420149,1,2,0.25
"6110",4.49643057349504,1,2,0.25
"6111",5.10737968460306,1,2,0.25
"6112",3.32210405595795,1,2,0.25
"6113",4.67335192339571,1,2,0.25
"6114",4.79171027739154,1,2,0.25
"6115",4.61790139062132,1,2,0.25
"6116",4.31842617362356,1,2,0.25
"6117",4.34268050437799,1,2,0.25
"6118",4.65680448334073,1,2,0.25
"6119",3.98318319600141,1,2,0.25
"6120",5.21552907447046,1,2,0.25
"6121",4.62258832384596,1,2,0.25
"6122",3.87199033273654,1,2,0.25
"6123",3.57426912752415,1,2,0.25
"6124",5.39730997050768,1,2,0.25
"6125",4.21768689258756,1,2,0.25
"6126",4.41191520885993,1,2,0.25
"6127",4.58913580432721,1,2,0.25
"6128",3.95621608652734,1,2,0.25
"6129",4.83029123575093,1,2,0.25
"6130",4.59630540327038,1,2,0.25
"6131",4.95629087730983,1,2,0.25
"6132",4.37631217309864,1,2,0.25
"6133",4.80426157100318,1,2,0.25
"6134",4.58786068646043,1,2,0.25
"6135",4.98989134477423,1,2,0.25
"6136",4.77006612534587,1,2,0.25
"6137",4.67331723276356,1,2,0.25
"6138",3.3632633322241,1,2,0.25
"6139",3.86220271294383,1,2,0.25
"6140",4.35143610659232,1,2,0.25
"6141",4.59814102160904,1,2,0.25
"6142",4.94525056029972,1,2,0.25
"6143",5.04706659012014,1,2,0.25
"6144",4.16334957059275,1,2,0.25
"6145",4.45970329680745,1,2,0.25
"6146",3.99670297344901,1,2,0.25
"6147",4.81840615269356,1,2,0.25
"6148",4.95401152752273,1,2,0.25
"6149",4.62512578524763,1,2,0.25
"6150",5.63909832153991,1,2,0.25
"6151",3.93557158069889,1,2,0.25
"6152",3.94254707583701,1,2,0.25
"6153",3.70149339038636,1,2,0.25
"6154",4.81497826817586,1,2,0.25
"6155",4.26048955625781,1,2,0.25
"6156",4.12542515298389,1,2,0.25
"6157",5.45570014794934,1,2,0.25
"6158",4.06960538231083,1,2,0.25
"6159",5.13089510137894,1,2,0.25
"6160",4.91376245257129,1,2,0.25
"6161",4.39636919781432,1,2,0.25
"6162",4.67294685500699,1,2,0.25
"6163",3.97933284497942,1,2,0.25
"6164",2.91541477452823,1,2,0.25
"6165",5.50957774748786,1,2,0.25
"6166",5.73182848322141,1,2,0.25
"6167",4.37414353963276,1,2,0.25
"6168",3.53305246950138,1,2,0.25
"6169",5.1732592585251,1,2,0.25
"6170",4.18487489690305,1,2,0.25
"6171",4.05797094160144,1,2,0.25
"6172",4.35973645279678,1,2,0.25
"6173",3.62189851082703,1,2,0.25
"6174",3.8678307193681,1,2,0.25
"6175",4.33013233927653,1,2,0.25
"6176",4.58362711684496,1,2,0.25
"6177",3.45164280101779,1,2,0.25
"6178",5.32174608995891,1,2,0.25
"6179",5.45350497834867,1,2,0.25
"6180",4.77682505559769,1,2,0.25
"6181",5.00139064144162,1,2,0.25
"6182",4.74022137780329,1,2,0.25
"6183",3.59694229720716,1,2,0.25
"6184",4.26231085472006,1,2,0.25
"6185",4.93325972368932,1,2,0.25
"6186",3.69245219731055,1,2,0.25
"6187",4.30907498513956,1,2,0.25
"6188",4.43510207361179,1,2,0.25
"6189",4.20835832124158,1,2,0.25
"6190",5.01260881124066,1,2,0.25
"6191",4.05626502726299,1,2,0.25
"6192",3.90990985861822,1,2,0.25
"6193",4.68565886456921,1,2,0.25
"6194",4.38513260075978,1,2,0.25
"6195",4.67837563918598,1,2,0.25
"6196",3.52296717852127,1,2,0.25
"6197",3.91394096710136,1,2,0.25
"6198",4.56904196213728,1,2,0.25
"6199",5.6197745912377,1,2,0.25
"6200",3.61400185206957,1,2,0.25
"6201",4.11015024323627,1,2,0.25
"6202",3.64283888255434,1,2,0.25
"6203",5.48386094266095,1,2,0.25
"6204",5.42210633477916,1,2,0.25
"6205",4.08412225772711,1,2,0.25
"6206",4.55824178952645,1,2,0.25
"6207",4.35303121497379,1,2,0.25
"6208",3.70147525305503,1,2,0.25
"6209",3.87401092830337,1,2,0.25
"6210",3.95003917951364,1,2,0.25
"6211",5.49425708898207,1,2,0.25
"6212",4.51278653962483,1,2,0.25
"6213",4.2479566377848,1,2,0.25
"6214",4.2031769875142,1,2,0.25
"6215",4.13997727165535,1,2,0.25
"6216",4.79305026263117,1,2,0.25
"6217",4.37228640537529,1,2,0.25
"6218",3.43559129796366,1,2,0.25
"6219",3.92782406035013,1,2,0.25
"6220",4.22088420148754,1,2,0.25
"6221",4.69976866951284,1,2,0.25
"6222",3.65617707686062,1,2,0.25
"6223",4.55106985911258,1,2,0.25
"6224",5.53580695005452,1,2,0.25
"6225",3.97875221582642,1,2,0.25
"6226",3.21750993702754,1,2,0.25
"6227",3.66192191798063,1,2,0.25
"6228",4.53261325892221,1,2,0.25
"6229",4.06026753320393,1,2,0.25
